,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
1548,电子信息类,,信息管理,二年,学士,本科,19,1,闵行区,具有两年以上基层工作经历的人员,中共党员,农委执法大队,1811549,执法队员（行政执法一级执法员）,熟悉计算机操作系统，了解网络软硬件系统、数据库、应用系统和网站相关基础知识。负责维护电脑设备、相关电子设备及网络操作平台的正常使用与安全，负责从事电脑维修与各种服务软件日常维护。,有相关工作经历。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1549,法学,法学,政法,二年,学士,本科及以上,20,1,闵行区,具有两年以上基层工作经历的人员,不限,劳动保障监察大队,1811550,执法队员（行政执法一级执法员）,宣传劳动保障法律法规，检查用人单位遵守劳动保障法律法规情况，依法纠正企业用工违法行为。,有相关工作经验或通过司法考试者优先。,有相关工作经验或通过司法考试者优先。参照公务员法管理事业单位工作人员。,False,0,False,0,1
1550,"工学,理学","工学,理学",城市建设管理,二年,学士,本科及以上,21,1,闵行区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811551,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有较强文字能力，持有驾驶证，能独立驾驶手排挡机动车。,具有相关工作经历者优先。该岗位需经常参加夜间及节假日应急和突击检查，有夜间及节假日加班要求。参照公务员法管理事业单位工作人员。,False,0,False,0,1
1551,"环境科学与工程类,材料类","环境科学与工程类,材料科学与工程类",城市建设管理,二年,不限,本科及以上,22,1,闵行区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811552,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有较强文字能力，持有驾驶证，能独立驾驶手排挡机动车。,具有相关工作经历者优先。该岗位需经常参加夜间及节假日应急和突击检查，有夜间及节假日加班要求。参照公务员法管理事业单位工作人员。,False,0,False,0,1
1552,环境科学与工程类,"环境科学与工程类,环境工程",综合管理,二年,学士,本科及以上,23,1,闵行区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811553,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有较强文字能力，持有驾驶证，能独立驾驶手排挡机动车,具有相关工作经历者优先。该岗位需经常参加夜间及节假日应急和突击检查，有夜间及节假日加班要求。参照公务员法管理事业单位工作人员。,False,0,False,0,1
1553,不限,不限,政法,二年,不限,本科及以上,24,1,嘉定区,具有两年以上基层工作经历的人员,不限,农委执法大队,1811554,执法队员（行政执法一级执法员）,负责渔政执法检查及日常渔政船艇管理。,有较强的文字表达和综合分析能力。水性好，具有游泳能力。具有中华人民共和国渔政渔港监督管理局颁发的船舶驾驶证或海事部门颁发的船舶驾驶证。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1554,不限,不限,政法,二年,不限,本科及以上,25,2,嘉定区,具有两年以上基层工作经历的人员,不限,农委执法大队,1811555,执法队员（行政执法一级执法员）,负责农机安全监理等工作。,有较强的文字表达和综合分析能力。具有《中华人民共和国拖拉机驾驶证》。,参照公务员法管理事业单位工作人员。,False,0,False,0,2
1555,环境科学与工程类,环境科学与工程类,综合管理,二年,学士,本科及以上,26,3,嘉定区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811556,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,,参照公务员法管理事业单位工作人员。,False,0,False,0,3
1556,不限,,综合管理,二年,学士,本科,27,1,金山区,具有两年以上基层工作经历的人员,不限,劳动保障监察大队,1811557,执法队员（行政执法一级执法员）,从事劳动保障执法工作。,法学、人力资源管理、劳动与社会保障专业优先。,需经常加班、熟悉本地语言者优先。参照公务员法管理事业单位工作人员。,False,0,False,0,1
1557,不限,不限,城市建设管理,二年,不限,本科及以上,28,1,金山区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811558,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,要求有2年以上从事环保工作经历，熟悉环境工程建设项目管理和执法。熟悉本地语言优先。,该岗位有节假日及夜间值班、加班要求。参照公务员法管理事业单位工作人员。,False,0,False,0,1
1558,"环境工程,环境科学",环境科学与工程类,城市建设管理,二年,不限,本科及以上,29,1,金山区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811559,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,要求有2年以上从事环保工作经历，熟悉环境工程建设项目管理和执法。熟悉本地语言优先。,该岗位有节假日及夜间值班、加班要求。参照公务员法管理事业单位工作人员。,False,0,False,0,1
1559,化工与制药类,化学工程与技术类,城市建设管理,二年,学士,本科及以上,30,1,金山区,具有两年以上基层工作经历的人员,中共党员,环境监察支队,1811560,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,要求有2年以上从事环保工作经历，熟悉环境工程建设项目管理和执法。熟悉本地语言优先。,该岗位有节假日及夜间值班、加班要求。参照公务员法管理事业单位工作人员。,False,0,False,0,1
1560,"环境工程,化学工程与工艺","环境工程,化学工程,化学工艺",综合管理,二年,学士,本科及以上,31,2,松江区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811561,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有环境保护工作经验和熟练驾驶机动车者优先,参照公务员法管理事业单位工作人员。,False,0,False,0,2
1561,"环境工程,化学工程与工艺","环境工程,化学工程,化学工艺",综合管理,二年,学士,本科及以上,32,1,松江区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811562,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有环境保护工作经验、信访处理经验和熟练驾驶机动车者优先,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1562,法学类,环境与资源保护法学,综合管理,二年,学士,本科及以上,33,1,松江区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811563,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有环境保护工作经验和熟练驾驶机动车者优先,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1563,"土木类,建筑类,管理科学与工程类","建筑学类,土木工程类",城市建设管理,二年,学士,本科及以上,34,1,青浦区,具有两年以上基层工作经历的人员,不限,规土执法大队,1811564,执法队员（行政执法一级执法员）,负责区域内规土项目的综合验收及违法案件的行政处罚工作。,,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1564,"计算机类,自动化类,新闻传播学类",,综合管理,二年,学士,本科及以上,35,1,奉贤区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811565,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有环保相关工作经验。,参照公务员法管理事业单位工作人员。协助环境监察信息化建设以及维护。,False,0,False,0,1
1565,"化工与制药类,材料类,生物工程类","化学工程与技术类,化学类",城市建设管理,二年,学士,本科及以上,36,2,奉贤区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811566,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有环保相关工作经验。,参照公务员法管理事业单位工作人员。,False,0,False,0,2
1566,"环境科学与工程类,化学类","环境科学与工程类,化学类",城市建设管理,二年,学士,本科及以上,37,3,奉贤区,具有两年以上基层工作经历的人员,不限,环境监察支队,1811567,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有两年及以上环保相关工作经历。,参照公务员法管理事业单位工作人员。,False,0,False,0,3
1567,"建筑类,土木类,环境科学","建筑学类,土木工程类,环境科学",城市建设管理,二年,学士,本科及以上,38,1,奉贤区,具有两年以上基层工作经历的人员,不限,规土执法大队,1811568,执法队员（行政执法一级执法员）,行使本区域规划和土地违法案件的行政处罚权，负责查处规划和土地违法行为。,,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1568,不限,不限,政法,二年,不限,本科及以上,39,1,崇明区,具有两年以上基层工作经历的人员,不限,文化执法大队,1811569,执法队员（行政执法一级执法员）,从事辖区内文化市场综合执法工作。,一线执法，要求具有较强的体魄，能胜任节假日及夜间执法工作要求。具有较强的口头、文字表达能力。,参照公务员法管理事业单位工作人员。协助做好行政事务协调、党务管理、档案管理等工作。公共管理类专业优先。,False,0,False,0,1
1569,法学类,法学类,政法,二年,学士,本科及以上,40,1,崇明区,具有两年以上基层工作经历的人员,不限,劳动保障监察大队,1811570,执法队员（行政执法一级执法员）,从事劳动保障法律法规宣传，执法情况检查、违法行为查处等工作,大学英语四级合格或成绩425分及以上,行参照公务员法管理事业单位工作人员。,False,0,False,0,1
1570,"管理学,工学,法学",,综合管理,二年,学士,本科,41,1,崇明区,具有两年以上基层工作经历的人员,不限,规土执法大队,1811571,执法队员（行政执法一级执法员）,从事规划土地执法工作,,具有规土管理工作经验者优先；参照公务员法管理事业单位工作人员。,False,0,False,0,1
1571,"法学类,经济学,管理学","法学类,经济学,管理学",政法,不限,学士,本科及以上,42,4,市工商局,不限,不限,检查总队,1811572,检查支队一级行政执法员,实施对市场各类主体的服务、监管。查处市场交易中的垄断、不正当竞争、商业欺诈等经济违法案件。,具有较强的语言表达和协调沟通能力，身体素质好，能适应户外执法工作。,1.基层执法职位，最低服务年限为5年。2.大学英语四级合格或成绩425分及以上，具有相应的学历学位证书。3.非应届毕业生须具有相关工作经历。,False,0,False,0,4
1572,"经济学,法学,管理学","理学,工学,医学",综合管理,不限,学士,本科及以上,43,15,徐汇区,不限,不限,市场监管局执法大队,1811573,执法队员（行政执法一级执法员）,从事辖区市场综合监管工作。,具有较强的语言表达能力和协调沟通能力，身体素质好，能适应户外执法工作。,研究生报考本职位本科阶段或研究生阶段任一专业符合即可。行政执法类招录，基层执法职位。最低服务年限5年。,False,0,False,0,15
1573,"理学,工学,医学","经济学,法学,管理学",综合管理,不限,学士,本科及以上,44,10,徐汇区,不限,不限,市场监管局执法大队,1811574,执法队员（行政执法一级执法员）,从事辖区市场综合监管工作。,具有较强的语言表达能力和协调沟通能力，身体素质好，能适应户外执法工作。,研究生报考本职位本科阶段或研究生阶段任一专业符合即可。行政执法类招录，基层执法职位。最低服务年限5年。,False,0,False,0,10
1574,"食品科学与工程类,预防医学","食品科学与工程类,公共卫生与预防医学类",综合管理,不限,不限,本科及以上,45,1,普陀区,不限,不限,市场监管局执法大队,1811575,执法队员（行政执法一级执法员）,从事辖区内食品安全执法工作。,本科或研究生任一阶段专业符合要求即可。具有较强的语言、文字表达和协调沟通能力，身体素质好，能适应户外执法工作。,行政执法类公务员。最低服务年限为五年。公务员职位。,False,0,False,0,1
1575,"医学,药学类,生物工程类","医学,药学类,生物医学工程类",综合管理,不限,不限,本科及以上,46,1,普陀区,不限,不限,市场监管局执法大队,1811576,执法队员（行政执法一级执法员）,从事辖区内药品和医疗器械安全执法工作。,本科或研究生任一阶段专业符合要求即可。化工与制药类、医疗技术类、化学类等相关专业也可。具有较强的语言、文字表达和协调沟通能力，身体素质好，能适应户外执法工作。,行政执法类公务员。最低服务年限为五年。公务员职位。,False,0,False,0,1
1576,法学类,法学类,政法,不限,不限,本科及以上,47,1,普陀区,不限,不限,市场监管局执法大队,1811577,执法队员（行政执法一级执法员）,从事辖区内市场综合监管以及案件查办工作。,本科或研究生任一阶段专业符合要求即可。具有较强的语言、文字表达和协调沟通能力，身体素质好，能适应户外执法工作。,行政执法类公务员。最低服务年限为五年。公务员职位。,False,0,False,0,1
1577,"理学,工学","理学,工学",综合管理,不限,学士,本科及以上,48,4,虹口区,不限,不限,市场监管局执法大队,1811578,执法队员（行政执法一级执法员）,从事辖区内价格监督检查，实施对市场各类主体的服务、监管。查处市场交易中的垄断、不正当竞争、商业欺诈等经济违法案件。,具有较强的专业知识和理论功底，具有较强的语言表达和沟通能力，身体素质好，能适应户外执法工作。,行政执法类公务员职位。具有相关工作经验者优先，本职位需出外勤。,False,0,False,0,4
1578,"医学,食品科学与工程类","医学,食品科学与工程类",综合管理,不限,学士,本科及以上,49,4,虹口区,不限,不限,市场监管局执法大队,1811579,执法队员（行政执法一级执法员）,从事辖区内食品安全、药品和医疗器械安全执法工作。,具有较强的专业知识和理论功底，具有较强的语言表达和沟通能力，身体素质好，能适应户外执法工作。,行政执法类公务员职位。具有相关工作经验者优先，本职位需出外勤。,False,0,False,0,4
1579,法学类,法学类,政法,不限,学士,本科及以上,50,2,虹口区,不限,不限,市场监管局执法大队,1811580,执法队员（行政执法一级执法员）,从事辖区内产品质量监督等综合行政执法工作。,具有较强的专业知识和理论功底，具有较强的语言表达和沟通能力，身体素质好，能适应户外执法工作。,行政执法类公务员职位。具有相关工作经验者优先，通过司法考试者优先，本职位需出外勤。,False,0,False,0,2
1580,"法学,经济学,食品科学与工程类","法学,经济学,食品科学与工程类",政法,不限,不限,本科及以上,51,20,静安区,不限,不限,市场监管局执法大队,1811581,执法队员（行政执法一级执法员）,负责承担辖区内工商行政管理、质量技术监督、食品药品安全、物价监督相关工作；协助依法查处违反工商行政管理、质量技术监督、食品药品安全、物价监管相关法律、法规案件。,具有较强的组织协调和语言文字表达能力，身体素质好，能适应户外和夜间执法工作。,"基层执法职位，熟练掌握本地语言者优先。所学专业为：医学类,药学类,生物工程类,数学类,材料类,能源动力类,工程力学类,机械类,仪器仪表类亦可。",False,0,False,0,20
1581,,"法学类,经济学,食品科学与工程类",政法,不限,硕士,硕士研究生,52,2,宝山区,不限,不限,市场监管局执法大队,1811582,执法队员（行政执法一级执法员）,负责辖区内市场综合监管工作。,具有较强的语言表达和协调沟通能力，能适应户外执法工作。,,False,0,False,0,2
1582,"理学,工学,医学","理学,工学,医学",综合管理,不限,学士,本科及以上,53,1,嘉定区,不限,不限,市场监管局执法大队,1811583,执法队员（行政执法一级执法员）,基层市场监管执法工作,,,False,0,False,0,1
1583,"公共卫生与预防医学类,食品科学与工程类,药学类",,综合管理,不限,不限,本科,54,2,松江区,不限,不限,市场监管局执法大队,1811584,执法队员（行政执法一级执法员）,从事食品安全、药品安全、医疗器械监督管理工作。,具有较强的食品药品检验检测能力、文字表达能力和计算机操作能力。有相关经验者优先。,执法一线岗位，工作强度较大，要求身体条件好，能适应经常性加班、值夜班、突击性执法检查和出差办案等工作。,False,0,False,0,2
1584,"法学,经济学","法学,经济学",政法,不限,学士,本科及以上,55,2,青浦区,不限,不限,市场监管局执法大队,1811585,执法队员（行政执法一级执法员）,从事辖区内价格监督检查，实施对市场各类主体的服务、监管。查处市场交易中的垄断、不正当竞争、商业欺诈等经济违法案件。,研究生报考本职位，本科和研究生阶段专业只要符合其中一项要求即可，并应具有相关学位。公务员职位。,,False,0,False,0,2
1585,"食品科学与工程类,公共卫生与预防医学类","食品科学与工程类,公共卫生与预防医学类",政法,不限,学士,本科及以上,56,3,青浦区,不限,不限,市场监管局执法大队,1811586,执法队员（行政执法一级执法员）,从事辖区内食品安全执法工作。,研究生报考本职位，本科和研究生阶段专业只要符合其中一项要求即可，并应具有相关学位。公务员职位。,,False,0,False,0,3
1586,"医学,药学类,生物工程类","医学,药学类,生物医学工程类",政法,不限,学士,本科及以上,57,2,青浦区,不限,不限,市场监管局执法大队,1811587,执法队员（行政执法一级执法员）,从事辖区内药品和医疗器械安全执法工作。,研究生报考本职位，本科和研究生阶段专业只要符合其中一项要求即可，并应具有相关学位。公务员职位。,,False,0,False,0,2
1587,"理学,工学","理学,工学",政法,不限,学士,本科及以上,58,2,青浦区,不限,不限,市场监管局执法大队,1811588,执法队员（行政执法一级执法员）,从事辖区内产品质量监督等综合行政执法工作。,研究生报考本职位，本科和研究生阶段专业只要符合其中一项要求即可，并应具有相关学位。公务员职位。,,False,0,False,0,2
1588,"能源动力类,材料类,机械类","力学类,机械工程类,材料科学与工程类",政法,不限,学士,本科及以上,59,2,青浦区,不限,不限,市场监管局执法大队,1811589,执法队员（行政执法一级执法员）,从事辖区内特种设备监察执法工作。,研究生报考本职位，本科和研究生阶段专业只要符合其中一项要求即可，并应具有相关学位。公务员职位。,,False,0,False,0,2
1589,"法学类,英语",,政法,不限,学士,本科,60,2,市人力资源社会保障局,不限,不限,市劳动保障监察总队,1811590,劳动保障监察员(一级行政执法员),劳动保障监察执法工作,1、法学相关专业者有英语八级或高级口译证书者优先；2、英语相关专业者需辅修法学相关专业。,参照公务员法管理事业单位工作人员。,False,0,False,0,2
1590,图书情报与档案管理类,,综合管理,不限,学士,本科,61,1,市人力资源社会保障局,不限,不限,市劳动保障监察总队,1811591,劳动保障监察员(一级行政执法员),劳动保障监察执法工作,1、档案管理相关专业；2、辅修法学相关专业者优先。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1591,经济学类,,财务管理,不限,学士,本科,62,1,市人力资源社会保障局,不限,不限,市劳动保障监察总队,1811592,劳动保障监察员(一级行政执法员),劳动保障监察执法工作,1、财务管理相关专业；2、需辅修法学相关专业。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1592,"经济学类,财政学类",,财务管理,不限,学士,本科,63,1,市农委,不限,不限,上海市动物卫生监督所,1811593,一级行政执法员,主要从事财务管理等相关工作,具有会计从业资格，具有较强的独立工作能力、综合协调能力和计算机操作技能,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1593,"动物生产类,动物医学类,食品科学与工程类",,政法,不限,学士,本科,64,6,市农委,不限,不限,上海市动物卫生监督所,1811594,一级行政执法员,"主要从事动物及动物产品防疫、检疫监督检查，畜禽产品质量安全监管等相关工作,以及从事兽药饲料生产、经营和使用环节的监督、检查和案件查处等相关工作",,需经常加班或赴边远郊区岗位工作，参照公务员法管理事业单位工作人员。,False,0,False,0,6
1594,环境科学与工程类,不限,城市建设管理,不限,学士,本科及以上,65,4,市环保局,不限,中共党员,市环境监察总队,1811595,环境监察执法一级行政执法主办以下,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,有较强的组织协调能力，具有吃苦精神。,参照公务员法管理事业单位工作人员。,False,0,False,0,4
1595,环境科学与工程类,不限,城市建设管理,不限,学士,本科及以上,66,1,市环保局,不限,中共党员,市环境监察总队,1811596,环境监察执法一级行政执法主办以下（化工区环境监察支队）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,有较强的组织协调能力，具有吃苦精神。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1596,,"法学类,水利工程类,环境科学与工程类",综合管理,不限,硕士,硕士研究生,67,2,市水务局(海洋局),不限,不限,上海市水务局执法总队（中国海监上海市总队）,1811597,水务（海洋）执法队员（行政执法一级执法员）,负责开展水务海洋法律法规宣传、执法巡查和巡航；承办具体的水事、海洋违法案件；规范制作法律文书，做好案宗的整理、归档工作等。,有健康体魄，能适应郊外执法及海上工作。,知晓本地方言者优先。大学英语六级考试合格，计算机水平达到国家二级。有相关工作经验者优先。参照公务员法管理事业单位工作人员。,False,0,False,0,2
1597,"法学类,水利类,农业水利工程",,综合管理,不限,学士,本科,68,2,市水务局(海洋局),不限,不限,上海市水务局执法总队（中国海监上海市总队）,1811598,水务（海洋）执法队员（行政执法一级执法员）,负责开展水务海洋法律法规宣传、执法巡查和巡航；承办具体的水事、海洋违法案件；规范制作法律文书，做好案宗的整理、归档工作等。,有健康体魄，能适应郊外执法及海上工作。,知晓本地方言者优先。大学英语六级考试合格，计算机水平达到国家二级。有相关工作经验者优先。,False,0,False,0,2
1598,"土木类,海洋科学类,环境科学与工程类",,综合管理,不限,学士,本科,69,3,市水务局(海洋局),不限,不限,上海市水务局执法总队（中国海监上海市总队）,1811599,水务（海洋）执法队员（行政执法一级执法员）,负责开展水务海洋法律法规宣传、执法巡查和巡航；承办具体的水事、海洋违法案件；规范制作法律文书，做好案宗的整理、归档工作等。,有健康体魄，能适应郊外执法及海上工作。,知晓本地方言者优先。大学英语六级考试合格，计算机水平达到国家二级。有相关工作经验者优先。参照公务员法管理事业单位工作人员。,False,0,False,0,3
1599,不限,,综合管理,不限,学士,本科,70,3,市水务局(海洋局),不限,不限,上海市水务局执法总队（中国海监上海市总队）,1811600,水务（海洋）执法队员（行政执法一级执法员）,负责开展水务海洋法律法规宣传、执法巡查和巡航；承办具体的水事、海洋违法案件；规范制作法律文书，做好案宗的整理、归档工作等。,有健康体魄，能适应郊外执法及海上工作。,知晓本地方言者优先。大学英语六级考试合格，计算机水平达到国家二级。有相关工作经验者优先。参照公务员法管理事业单位工作人员。,False,0,False,0,3
1600,法学,,政法,不限,学士,本科,71,2,市质量技监局,不限,不限,执法总队,1811601,一级行政执法员,质量技术监督行政执法。,有较强的组织协调、文字表达能力和较好的计算机操作能力，身体素质好，能适应户外执法工作。有法律职业资格证书者优先。,参照公务员法管理事业单位工作人员。,False,0,False,0,2
1601,"工学,理学,文学",,综合管理,不限,学士,本科,72,2,市质量技监局,不限,不限,执法总队,1811602,一级行政执法员,质量技术监督行政执法。,有较强的组织协调、文字表达能力和较好的计算机操作能力，身体素质好，能适应户外执法工作。,参照公务员法管理事业单位工作人员。,False,0,False,0,2
1602,不限,,政法,不限,不限,本科,73,1,浦东新区,不限,中共党员,保税区综合执法大队,1811603,综合办公室（案审法制科）一级执法员,从事党务、行政、档案等相关工作,具有较强的语言表达和协调沟通能力,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1603,不限,,政法,不限,不限,本科,74,1,浦东新区,不限,不限,保税区综合执法大队,1811604,环保水务中队执法队员（行政执法一级执法员）,从事环境保护、水务现场执法,具有较强的语言表达和协调沟通能力，身体素质好，能适应户外执法工作。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1604,不限,,政法,不限,不限,本科,75,1,浦东新区,不限,不限,保税区综合执法大队,1811605,执法队员（行政执法一级执法员）,从事劳动监察现场执法,具有较强的语言表达和协调沟通能力，身体素质好，能适应户外执法工作。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1605,不限,,政法,不限,不限,本科,76,1,浦东新区,不限,不限,保税区综合执法大队,1811606,安全生产监察中队一级执法员,从事安全生产现场执法,具有较强的语言表达和协调沟通能力，身体素质好，能适应户外执法工作。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1606,"土木工程,工程管理","土木工程类,管理科学与工程",城市建设管理,不限,学士,本科及以上,77,1,徐汇区,不限,不限,规土执法大队,1811607,执法队员（行政执法一级执法员）,依法对本区域的规划土地项目进行监督检查；对规划土地违法项行为进行行政处罚。,熟悉规划和土地相关政策、法规；具有较强组织协调能力和文字、语言表达能力，计算机操作熟练,行政执法类招录。参照公务员法管理事业单位工作人员。,False,0,False,0,1
1607,"环境科学,环境工程,通信工程","环境科学,环境工程",综合管理,不限,学士,本科及以上,78,1,长宁区,不限,不限,环境监察支队,1811608,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,1、具有一定的组织协调能力和文字写作能力；2、需要配合一线执法加班以及参与夜间执法、户外采样。,参照公务员法管理事业单位工作人员。协助移动执法平台建设和维护。,False,0,False,0,1
1608,不限,不限,综合管理,不限,学士,本科及以上,79,1,普陀区,不限,不限,劳动保障监察大队,1811609,执法队员（行政执法一级执法员）,宣传劳动保障法律法规、检查用人单位遵守劳动保障法律法规情况、依法纠正企业用工违法行为。,持有驾照，能够驾驶。能适应现场执法和夜间值班，具有较强的语言文字表达能力。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1609,"环境科学与工程类,化学类,化工与制药类","环境科学与工程类,化学类,化学工程与技术类",城市建设管理,不限,学士,本科及以上,80,1,普陀区,不限,不限,环境监察支队,1811610,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,本科或研究生任一阶段专业符合要求即可。工作认真负责，能吃苦耐劳，具有一定的环保专业知识，了解相关法律法规，具有较强的沟通协调能力、口头表达能力、调研能力和语言文字能力。持有驾照，能够承担夜间及双休日值班者优先。,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1610,不限,不限,政法,不限,不限,本科及以上,81,2,普陀区,不限,不限,文化执法大队,1811611,执法队员（行政执法一级执法员）,从事辖区内文化市场综合执法工作。,一线执法，要求具有较强的体魄，能胜任节假日及夜间执法工作要求。具有较强的口头、文字表达能力。,参照公务员法管理事业单位工作人员。法学类专业优先。,False,0,False,0,2
1611,"土木类,建筑类,测绘类","土木工程类,建筑学类,测绘科学与技术类",城市建设管理,不限,学士,本科及以上,82,2,虹口区,不限,不限,规土执法大队,1811612,执法队员（行政执法一级执法员）,从事本辖区内土地规划的日常巡查，土地开发项目的综合验收，查处规划和土地违法行为、信访接待等相关工作。,具有较强的专业知识和理论功底，具有较强的语言表达和沟通能力，身体素质好，能适应户外执法工作。,参照公务员法管理事业单位工作人员。具有相关工作经验者优先，本职位需出外勤。,False,0,False,0,2
1612,不限,不限,政法,不限,学士,本科及以上,83,2,虹口区,不限,不限,文化执法大队,1811613,执法队员（行政执法一级执法员）,从事辖区内文化市场综合执法工作。,一线执法，要求具有较强的体魄，能胜任节假日及夜间执法工作要求。具有较强的口头、文字表达能力。,参照公务员法管理事业单位工作人员。具有相关工作经验者优先，本职位需出外勤。法学类专业优先。,False,0,False,0,2
1613,不限,不限,信息管理,不限,学士,本科及以上,84,1,虹口区,不限,不限,文化执法大队,1811614,执法队员（行政执法一级执法员）,从事辖区内文化市场综合执法工作。,一线执法，要求具有较强的体魄，能胜任节假日及夜间执法工作要求。具有较强的口头、文字表达能力。,参照公务员法管理事业单位工作人员。具有相关工作经验者优先，本职位需出外勤。计算机相关专业优先。,False,0,False,0,1
1614,法学类,法学类,政法,不限,学士,本科及以上,85,3,虹口区,不限,不限,环境监察支队,1811615,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,具有较强的专业知识和理论功底，具有较强的语言表达和沟通能力，身体素质好，能适应户外执法工作。,参照公务员法管理事业单位工作人员。具有相关工作经验者优先，本职位需夜间值班。,False,0,False,0,3
1615,"会计学,财务管理","会计学,企业管理",财务管理,不限,学士,本科及以上,86,1,虹口区,不限,不限,环境监察支队,1811616,执法队员（行政执法一级执法员）,从事部门预算的编制、执行等工作和财务管理工作。,具有较强的专业知识和理论功底，具有较强的语言表达和调研分析能力，熟悉计算机应用。,参照公务员法管理事业单位工作人员。具有相关工作经验者优先，具有会计上岗证书或同类证书者优先，本职位需夜间值班。,False,0,False,0,1
1616,不限,不限,综合管理,不限,学士,本科及以上,87,5,杨浦区,不限,不限,市场监管局执法大队,1811617,综合执法大队一级执法员,从事辖区内市场综合监管、执法工作。,具有较强的语言表达能力和计算机操作水平，身体素质好，能适应户外执法工作。,参照公务员法管理事业单位工作人员。,False,0,False,0,5
1617,"动物医学类,法学类",,综合管理,不限,学士,本科,88,2,黄浦区,不限,不限,动物卫生监督所,1811618,一级执法员,开展动物卫生监督、防疫、执法,全日制本科,参照公务员法管理事业单位工作人员。适应经常性加班，抗压能力强，熟练运用沪语。,False,0,False,0,2
1618,法学,"法学理论,宪法学与行政法学,诉讼法学",政法,不限,学士,本科及以上,89,1,黄浦区,不限,不限,规土执法大队,1811619,执法队员（行政执法一级执法员）,依据法规行使本区域规划和土地违法案件的行政处罚权，负责查处规划和土地违法行为；组织实施管辖职责范围内的规划土地项目的综合验收。,,参照公务员法管理事业单位工作人员。,False,0,False,0,1
1619,"理学,工学","理学,工学",综合管理,不限,学士,本科及以上,90,1,黄浦区,不限,不限,环境监察支队,1811620,执法队员（行政执法一级执法员）,负责环境管理、环保执法、信访处理以及环境事故应急处置等。,环境科学与工程类专业优先,参照公务员法管理事业单位工作人员。,False,0,False,0,1
