,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
1516,中国语言文学类 ,,综合管理,不限,学士,本科,517,1,崇明区,不限,不限,规土局,1711517,办公室科员,负责公文制作，信息编撰及综合事务协调管理等工作。,具有较强的文字表达能力及组织协调能力。,,False,0,False,0,1
1517,"公共管理类,电子信息类,文学  ",,综合管理,不限,学士,本科,518,2,崇明区,不限,不限,市场监管局,1711518,办公室科员,负责公文制作、信息编撰，办公自动化、信息系统管理维护，综合事务协调处理等工作。,熟悉办公室工作流程及要求，具有较强的文字表达能力、沟通协调能力及计算机应用能力。,,False,0,False,0,2
1518,计算机类 ,,信息管理,不限,学士,本科,519,1,崇明区,不限,不限,城桥镇,1711519,办公室科员,负责信息采编，网络平台维护，协调推进信息化建设等工作。,,乡镇公务员职位 ,False,0,False,0,1
1519,"财务管理,农林经济管理 ",,财务管理,不限,学士,本科,520,1,崇明区,不限,不限,新河镇,1711520,经济发展办科员,负责村镇资产管理核算，农业生产指导及经济管理等工作。,,乡镇公务员职位 ,False,0,False,0,1
1520,环境科学与工程类 ,环境科学与工程类 ,综合管理,不限,学士,本科及以上,521,1,崇明区,不限,不限,竖新镇,1711521,规划保护办科员,负责制定并组织实施村镇环境建设发展规划，生态环境保护、治理及相关矛盾调解等。,,乡镇公务员职位 ,False,0,False,0,1
1521,不限 ,不限 ,综合管理,不限,不限,本科及以上,522,1,崇明区,不限,中共党员,堡镇,1711522,党群办科员,负责基层党组织建设、党员发展教育管理等工作。,,乡镇公务员职位 ,False,0,False,0,1
1522,"土木类,管理科学与工程类 ","土木工程类,管理科学与工程类 ",城市建设管理,不限,学士,本科及以上,523,1,崇明区,不限,不限,陈家镇,1711523,规划保护办科员,负责村镇规划建设管理、土地管理及生态环境保护等工作。,,乡镇公务员职位 ,False,0,False,0,1
1523,不限 ,不限 ,综合管理,不限,学士,本科及以上,524,1,崇明区,不限,不限,科协,1711524,普及部科员,负责科学知识和科技成果宣传、普及推广及科普活动组织策划等工作。,,,False,0,False,0,1
1524,"电气工程及其自动化,能源与动力工程 ","电气工程类,热能工程 ",综合管理,不限,学士,本科及以上,1,2,市经济信息化委,不限,不限,市节能监察中心,1711525,节能监察岗,负责开展节能法规执法监察；承办节能违法案件的举报受理和查处；制作相关法律文书等。,具有较好的组织、协调、沟通能力和较强的文字协作能力。熟悉计算机操作。,,False,0,False,0,2
1525,"法学,行政管理,汉语言文学  ",,综合管理,不限,学士,本科,2,1,市民政局,不限,不限,市殡葬管理处,1711526,办公室文员,负责办公室办文、办会、接待、档案管理及其他领导交办的工作,有较强的文字表达能力和良好的沟通协调能力,,False,0,False,0,1
1526,"社会学类,教育学,心理学  ",,综合管理,不限,学士,本科,3,5,市民政局,不限,不限,市救助管理站,1711527,社会工作科科员,负责男性受助人员的管理教育工作,,限招男性，具有社工资质优先 ,False,0,True,5,5
1527,"社会学类,教育学,心理学  ",,综合管理,不限,学士,本科,4,1,市民政局,不限,不限,市救助管理站,1711528,社会工作科科员,负责女性受助人员的管理教育工作,,限招女性，具有社工资质优先 ,True,1,False,0,1
1528,"社会学类,教育学,心理学  ",,综合管理,不限,学士,本科,5,1,市民政局,不限,不限,市救助管理站,1711529,流浪未成年人救助保护科科员,负责流浪未成年人的管理教育工作,,具有教师资质、从教经历优先 ,False,0,False,0,1
1529,经济学 ,,经济管理,不限,学士,本科,6,4,市财政局,不限,不限,上海市国库收付中心,1711530,科员,负责国库资金管理及救助基金日常工作。,具有较强的文字、语言表达和组织协调能力。,最低服务期限5年。 ,False,0,False,0,4
1530,法学 ,,政法,不限,学士,本科,7,1,市财政局,不限,不限,上海市国库收付中心,1711531,科员,负责本市交通事故救助基金垫付等相关工作。,具有较强的文字、语言表达和组织协调能力。,最低服务期限5年。 ,False,0,False,0,1
1531,工程造价 ,,城市建设管理,不限,学士,本科,8,2,市财政局,不限,不限,上海市财政专项资金评审中心,1711532,科员,负责专项资金、农业资金的评审工作。,,最低服务期限5年。有预算编制、审价工作经验或造价工作师执业资格、工程师职称优先。 ,False,0,False,0,2
1532,工程管理 ,,经济管理,不限,学士,本科,9,2,市财政局,不限,不限,上海市财政专项资金评审中心,1711533,科员,负责专项资金、农业资金的评审工作。,,最低服务期限5年。有预算编制、审价工作经验或造价工程师执业资格、工程师职称优先。 ,False,0,False,0,2
1533,经济学类 ,,经济管理,不限,学士,本科,10,2,市财政局,不限,不限,上海市财政专项资金评审中心,1711534,科员,负责专项资金、农业资金的评审工作。,,最低服务期限5年。有会计上岗证、概预算编制、审价工作经验或造价工程师执业资格、工程师职称优先。 ,False,0,False,0,2
1534,"软件工程,计算机科学与技术 ",,信息管理,不限,学士,本科,11,2,市人力资源社会保障局,不限,不限,市医疗保险事业管理中心,1711535,信息统计科员职位,负责医保计算机系统的相关开发管理、系统实施与持续改进；对运行系统的监控等工作。,1.熟悉java编程语言，熟悉Oracle、SQLServer数据库，熟悉SQL脚本和存储过程编写。2、有一定的数据库设计经验，熟悉软件工程流程。,限应届毕业生。男性优先。 ,False,0,True,2,2
1535,临床医学 ,,综合管理,不限,学士,本科,12,1,市人力资源社会保障局,不限,不限,市医疗保险事业管理中心,1711536,医疗费用审核科科员,负责医疗费用审核相关工作。,,限应届毕业生。男性优先。 ,False,0,True,1,1
1536,不限 ,,综合管理,不限,学士,本科,13,70,市人力资源社会保障局,不限,不限,市社保中心各分中心,1711537,业务受理职位科员,负责社会保险经办业务的受理工作。,,1、愿到郊区工作的优先。2、应届高校毕业生优先。 ,False,0,False,0,70
1537,法学 ,,政法,不限,学士,本科,14,3,市人力资源社会保障局,不限,不限,上海市劳动保障监察总队,1711538,劳动保障监察员,劳动保障监察执法工作,,男性优先。 ,False,0,True,3,3
1538,会计学 ,会计学 ,财务管理,不限,学士,本科及以上,15,1,市住房和城乡建设委,不限,不限,上海市燃气管理处,1711539,财务,负责预算编制、会计核算、财务审计和年检；监督收支计划执行和国有资产保值增值；监督政府采购实施；配合行业燃气成本价格监管等。,"工作严谨细致,责任心强；作风正派，保密意识强；具有会计上岗证。",,False,0,False,0,1
1539,建筑环境与能源应用工程 ,供热、供燃气、通风及空调工程 ,综合管理,不限,学士,本科及以上,16,1,市住房和城乡建设委,不限,不限,上海市燃气管理处,1711540,燃气管理,市场管理、稽查执法。,熟悉燃气相关知识，工作认真负责，具团队合作精神。,专业要求：燃气相关专业 ,False,0,False,0,1
1540,"水产类,海洋渔业科学与技术 ",,综合管理,不限,学士,本科,17,2,市农委,不限,不限,上海市渔政监督管理处,1711541,渔政管理科科员,从事内陆、长江口渔业行政执法管理工作,,,False,0,False,0,2
1541,"自然保护与环境生态类,水产类,海洋渔业科学与技术  ",,综合管理,不限,学士,本科,18,1,市农委,不限,不限,上海市渔政监督管理处,1711542,资源环保科科员,从事渔业水域生态环境保护、水生生物资源养护等相关工作,,,False,0,False,0,1
1542,法学类 ,,政法,不限,学士,本科,19,1,市农委,不限,不限,上海市渔政监督管理处,1711543,政策法规科科员,从事渔业行政执法及政策法规研究、应用和培训工作,,,False,0,False,0,1
1543,计算机类 ,,信息管理,不限,学士,本科,20,1,市农委,不限,不限,上海渔港监督局（上海渔业船舶检验局）,1711544,综合管理科科员,从事信息化管理等工作,,,False,0,False,0,1
1544,法学类 ,,政法,不限,学士,本科,21,1,市农委,不限,不限,上海渔港监督局（上海渔业船舶检验局）,1711545,政策法规科科员,从事渔业执法规范的督查、行政许可的规范等工作,,,False,0,False,0,1
1545,"会计学,审计学,财务管理  ",,财务管理,不限,学士,本科,22,1,市农委,不限,不限,上海渔港监督局（上海渔业船舶检验局）,1711546,办公室科员,从事单位财务管理等工作,具有会计从业资格证书,,False,0,False,0,1
1546,"船舶与海洋工程,轮机工程 ",,综合管理,不限,学士,本科,23,2,市农委,不限,不限,上海渔港监督局（上海渔业船舶检验局）,1711547,渔船检验科科员,从事渔业船舶检验等工作,,,False,0,False,0,2
1547,"轮机工程,航海技术 ",,综合管理,不限,学士,本科,24,3,市农委,不限,不限,上海渔港监督局（上海渔业船舶检验局）,1711548,渔港监督科科员,从事渔港监督管理等工作,,,False,0,False,0,3
1548,"中国语言文学类,公共管理类 ",,综合管理,不限,学士,本科,25,1,市农委,不限,中共党员,上海市动物卫生监督所,1711549,办公室科员,从事行政管理、组织人事等相关工作,具有较强的组织协调能力与文字表达能力,应届毕业生优先 ,False,0,False,0,1
1549,"财政学类,经济学类 ",,财务管理,不限,学士,本科,26,1,市农委,不限,不限,上海市动物卫生监督所,1711550,办公室科员,从事财务管理等相关工作,具有会计从业资格证书，熟悉会计工作相关法律法规及政策，具有较强的独立工作能力、综合协调能力和计算机操作技能,,False,0,False,0,1
1550,"计算机类,电子信息类 ",,信息管理,不限,学士,本科,27,1,市农委,不限,不限,上海市动物卫生监督所,1711551,综合管理科科员,从事计算机软硬件及网络维护等相关工作,具备计算机软硬件及网络设备日常维护相关知识，熟悉网络硬件与维护，能独立进行网页设计与开发,,False,0,False,0,1
1551,"动物生产类,动物医学类,食品科学与工程类  ",,政法,不限,学士,本科,28,1,市农委,不限,不限,上海市动物卫生监督所,1711552,政策法规科科员,从事动物卫生、兽药饲料类行政执法案件的调查审理、处罚执行等相关工作,具有较强的沟通协调和组织能力，熟悉法学基础知识,,False,0,False,0,1
1552,"动物生产类,动物医学类,食品科学与工程类  ",,政法,不限,学士,本科,29,2,市农委,不限,不限,上海市动物卫生监督所,1711553,动物卫生类执法科员,从事畜禽养殖、疫病防控、食品安全卫生等相关工作,,需经常加班或赴郊区岗位工作 ,False,0,False,0,2
1553,"动物生产类,动物医学类,食品科学与工程类  ",,政法,不限,学士,本科,30,1,市农委,不限,不限,上海市动物卫生监督所,1711554,兽药饲料类执法科员,从事兽药饲料生产、经营和使用环节的监督、检查和案件查处等相关工作,,需经常加班或赴郊区岗位工作 ,False,0,False,0,1
1554,"法学,环境科学与工程类 ",不限 ,综合管理,不限,学士,本科及以上,31,2,市环保局,不限,不限,上海市环境监察总队,1711555,主任科员及以下,现场执法监督、案件审理、环境法制宣传等相关工作。,工作认真负责，有较好的组织协调能力。,具有环境保护或法律相关工作经验，通过司法资格考试，有较好工作实绩的优先考虑。 ,False,0,False,0,2
1555,环境科学与工程类 ,不限 ,城市建设管理,不限,学士,本科及以上,32,1,市环保局,不限,不限,上海市环境监察总队,1711556,主任科员及以下,各类文件起草及处理、信息化管理、文秘、宣传、政务公开等工作,具有较强的行政管理能力，良好的组织协调和较强的文字表达能力。,具有环境保护从业经历，有信息化工作经验和较好工作实绩的优先考虑。 ,False,0,False,0,1
1556,"法学,土地资源管理,城乡规划  ",,政法,不限,学士,本科,33,3,市规划国土资源局,不限,不限,上海市规划和国土资源管理局执法总队,1711557,规划土地执法职位科员,从事规划国土资源执法监察等相关业务工作。,具有较强的综合分析、文字表达和调研能力；具有一定的组织协调和沟通能力。,,False,0,False,0,3
1557,,"法学类,水利工程类,环境科学与工程类 ",综合管理,不限,硕士,硕士研究生,34,1,市水务局(海洋局),不限,不限,上海市水务局执法总队（中国海监上海市总队）,1711558,水务（海洋）行政一线执法（科员）,负责开展水务海洋法律法规宣传、执法巡查和巡航；承办具体的水事、海洋违法案件；规范制作法律文书，做好案宗的整理、归档工作等。,有健康体魄，能适应郊外执法及海上工作。,知晓本地方言者优先。 ,False,0,False,0,1
1558,"法学类,水利类,农业水利工程  ",,综合管理,不限,学士,本科,35,3,市水务局(海洋局),不限,不限,上海市水务局执法总队（中国海监上海市总队）,1711559,水务（海洋）行政一线执法（科员,负责开展水务海洋法律法规宣传、执法巡查和巡航；承办具体的水事、海洋违法案件；规范制作法律文书，做好案宗的整理、归档工作等。,有健康体魄，能适应郊外执法及海上工作,知晓本地方言者优先。 ,False,0,False,0,3
1559,"土木类,海洋科学类,环境科学与工程类  ",,经济管理,不限,学士,本科,36,3,市水务局(海洋局),不限,不限,上海市水务局执法总队（中国海监上海市总队）,1711560,水务（海洋）行政一线执法（科员）,负责开展水务海洋法律法规宣传、执法巡查和巡航；承办具体的水事、海洋违法案件；规范制作法律文书，做好案宗的整理、归档工作等。,有健康体魄，能适应郊外执法及海上工作。,知晓本地方言者优先。 ,False,0,False,0,3
1560,不限 ,,综合管理,不限,学士,本科,37,4,市水务局(海洋局),不限,不限,上海市水务局执法总队（中国海监上海市总队）,1711561,水务（海洋）行政一线执法（科员）,负责开展水务海洋法律法规宣传、执法巡查和巡航；承办具体的水事、海洋违法案件；规范制作法律文书，做好案宗的整理、归档工作等。,有健康体魄，能适应郊外执法及海上工作。,知晓本地方言者优先。 ,False,0,False,0,4
1561,行政管理 ,,综合管理,不限,学士,本科,38,1,市文广影视局,不限,不限,上海市社会文化管理处,1711562,办公室科员,负责办公室日常管理和数据统计工作。,有较强的组织协调能力和文字写作能力，有一定的行政管理经验。,,False,0,False,0,1
1562,行政管理 ,,综合管理,不限,学士,本科,39,1,市文广影视局,不限,不限,上海市社会文化管理处,1711563,演出科科员,负责演出申报材料受理审核。,熟悉演出行业相关法规，有较强的协调能力。,,False,0,False,0,1
1563,"医学,法学,公共事业管理  ","医学,法学,社会医学与卫生事业管理 ",综合管理,不限,学士,本科及以上,40,20,市卫生计生委,不限,不限,上海市卫生计生委监督所,1711564,卫生监督员（科员）,卫生监督一线综合执法。,熟悉卫生相关法律、法规，了解卫生行政执法要求和程序，具有相关的计算机操作水平和外语应用水平。,,False,0,False,0,20
1564,不限 ,不限 ,政法,不限,学士,本科及以上,41,10,市交通委,不限,不限,上海市交通委员会执法总队,1711565,行政执法岗位（科员）,负责开展交通法规宣传、执法巡查、违法行为查处、违法案件举报受理，法律文书制作等工作。,具有较强的语言表达和协调沟通能力，身体素质好，能适应户外执法工作。,基层执法职位；持有驾驶证者优先；法学类、中文类专业者优先。 ,False,0,False,0,10
1565,工学 ,工学 ,综合管理,不限,学士,本科及以上,42,3,市机管局,不限,不限,上海市政府采购中心,1711566,采购业务科采购管理副主任科员及以下,主要负责政府采购货物、服务项目采购管理。,1.具有较好的文字表达能力；2.具有较强的学习能力、自我管理能力和抗压能力；3.具有较强的责任感。,有相关工作经历者优先。 ,False,0,False,0,3
1566,,中国近现代史 ,综合管理,不限,硕士,硕士研究生及以上,43,1,市机管局,不限,不限,上海市孙中山宋庆龄文物管理委员会,1711567,学术研究综合管理岗位,协助部门领导具体负责孙中山、宋庆龄学术研究及计划、组织、协调工作,具有较高组织协调、文字表达能力，具备历史研究专业英语水平，计算机操作熟练，有文博事业单位工作经历者优先。,,False,0,False,0,1
1567,,经济学 ,经济管理,不限,博士,博士研究生,44,1,市政府发展研究中心,不限,不限,开放研究处,1711568,主任科员及以下,从事开放经济金融发展等领域研究,理论基础扎实；文字表达能力强；熟悉课题研究方法；具有决策咨询经验优先,,False,0,False,0,1
1568,,经济学 ,经济管理,不限,硕士,硕士研究生及以上,45,1,市政府发展研究中心,不限,不限,改革研究处,1711569,主任科员及以下,从事经济社会发展体制改革等领域研究,理论基础扎实；文字表达能力强；熟悉课题研究方法；具有决策咨询经验优先,,False,0,False,0,1
1569,,"经济学,管理学 ",经济管理,不限,硕士,硕士研究生及以上,46,1,市政府发展研究中心,不限,不限,经济发展处,1711570,主任科员及以下,从事区县经济决策咨询研究,理论基础扎实；文字表达能力强；熟悉课题研究方法；具有决策咨询经验优先,,False,0,False,0,1
1570,不限 ,不限 ,政法,不限,学士,本科及以上,47,3,市文化执法总队,不限,不限,稽查处,1711571,文化执法主任科员及以下,文化市场行政执法工作。,熟悉行政法律法规，具有较强的口头、文字表达能力，熟练掌握计算机应用技术。,一线执法，要求具有较强的体魄，能胜任节假日及夜间执法工作要求。 ,False,0,False,0,3
1571,,历史学 ,综合管理,不限,硕士,硕士研究生,48,1,浦东新区,不限,中共党员,党史办,1711572,党史编研部科员,地区党史研究,具有较高的计算机操作水平,,False,0,False,0,1
1572,,历史学 ,综合管理,不限,硕士,硕士研究生,49,1,浦东新区,不限,中共党员,党史办,1711573,方志编修部科员,区志编修等,具有较高的计算机操作水平,,False,0,False,0,1
1573,法学类 ,,政法,不限,学士,本科,50,1,浦东新区,不限,不限,文化执法大队,1711574,执法中队科员,主要从事文化市场辖区监管，依法承办行政处罚案件，完成领导交办的其他任务,能够适应夜间执法,,False,0,False,0,1
1574,"中国语言文学类,历史学,法学  ",,综合管理,不限,学士,本科,51,1,浦东新区,不限,不限,档案馆,1711575,党政办公室科员,从事党政办公室各类公文起草、专业文书处理等文秘工作。,有较强的政策研究、文字运用、逻辑思维和组织协调能力，能独立完成一定质量的文字材料。,具有相关工作经历者优先。 ,False,0,False,0,1
1575,不限 ,,综合管理,不限,学士,本科,52,1,浦东新区,不限,不限,档案馆,1711576,档案管理部科员,负责档案接收、库房管理、档案保护工作。,具有一定的档案专业知识。,,False,0,False,0,1
1576,"计算机类,设计学类 ",,信息管理,不限,学士,本科,53,1,浦东新区,不限,不限,档案馆,1711577,信息技术部科员,信息管理、网站管理、计算机系统管理、硬件维护工作。,具有扎实的计算机、信息管理、网络管理专业知识，有较强的计算机应用与维护能力。,,False,0,False,0,1
1577,财务管理 ,,财务管理,不限,学士,本科,54,2,浦东新区,不限,不限,老干部活动室,1711578,办公室科员,财务管理,具有较高的计算机操作水平。具有会计从业资格证书。中共党员优先,,False,0,False,0,2
1578,,"管理科学与工程类,计算机科学与技术类 ",信息管理,不限,硕士,硕士研究生及以上,55,2,浦东新区,不限,不限,政府采购中心,1711579,办公室科员,信息技术岗位，能够承担信息系统和网络运行维护等工作。,熟悉政府采购、招投标相关法律法规和具体实施细则，以及机电设备和综合服务类项目采购的专业知识，熟练掌握公共财政、计划统计、商务谈判、财务会计等有关知识。善于沟通协调，处理问题果断。具有较好的语言、文字表达能力和决策参与意识。,,False,0,False,0,2
1579,"经济学类,财政学类 ",不限 ,经济管理,不限,学士,本科及以上,56,2,浦东新区,不限,不限,财政所,1711580,财政政策受理科科员,协助实施各类财政扶持政策、统计分析财政政策执行情况,具有较强的统计分析能力和管理协调能力,,False,0,False,0,2
1580,"金融学类,会计学,财务管理  ",,经济管理,不限,学士,本科,57,1,浦东新区,不限,不限,财政所,1711581,企业管理科科员,协助实施企业融资财政担保业务,具有较强的统计分析能力和管理协调能力,,False,0,False,0,1
1581,"会计学,财务管理 ",,经济管理,不限,学士,本科,58,1,浦东新区,不限,不限,财政所,1711582,行政事业资产管理科科员,配合实施行政事业单位国有资产管理,具有较强的统计分析能力和管理协调能力,,False,0,False,0,1
1582,行政管理 ,,综合管理,不限,学士,本科,59,1,浦东新区,不限,不限,财政所,1711583,办公室科员,文秘、党务、综合管理,具有较强的写作综合和组织协调能力,,False,0,False,0,1
1583,"临床医学,基础医学,药学  ",不限 ,综合管理,不限,学士,本科及以上,60,1,浦东新区,不限,不限,医保中心,1711584,业务管理科科员,定点医药机构管理；定点医疗机构药品采购业务指导与管理等工作,,,False,0,False,0,1
1584,"会计学,财务管理 ",不限 ,财务管理,不限,学士,本科及以上,61,1,浦东新区,不限,不限,医保中心,1711585,基金结算科科员,医疗机构医保费用的日对账、申报结算、审核及相关资金的支付核算；基金实务管理,,,False,0,False,0,1
1585,"临床医学,基础医学,药学  ",不限 ,综合管理,不限,学士,本科及以上,62,1,浦东新区,不限,不限,医保中心,1711586,社会服务科科员,各类参保人员零星报销医疗费用的审核；相关数据的统计分析等工作,,,False,0,False,0,1
1586,法学类 ,法学类 ,政法,不限,不限,本科及以上,63,1,浦东新区,不限,不限,农委执法大队,1711587,办公室科员,负责全区农业执法监管工作,,考生本科和研究生阶段所学专业，有一阶段符合要求即可。 ,False,0,False,0,1
1587,"法学,公共管理类,社会学  ",法学类 ,综合管理,不限,学士,本科及以上,64,1,浦东新区,不限,不限,规土监督检查大队,1711588,信访法制科科员,负责信访接待、处理、答复、统计、分析、总结等工作，及配合做好与此相关的信访复查复核。,熟悉相关政策和业务知识，懂法律，具有较强的沟通协调、语言表达、文字综合、组织协调和政策把握能力。,,False,0,False,0,1
1588,财务管理 ,,财务管理,不限,学士,本科,65,1,浦东新区,不限,不限,规土监督检查大队,1711589,办公室科员,负责财务、人事及相关的后勤保障工作。,具有会计上岗证，熟悉国家财务工作的有关法律、法规。,,False,0,False,0,1
1589,临床医学 ,不限 ,综合管理,不限,学士,本科及以上,66,2,浦东新区,不限,不限,卫计委监督所,1711590,医疗执业监督科员,从事医疗机构及医务人员等监督岗位工作,具有良好的职业道德和团结协作精神；具有良好的文字写作和语言表达能力；熟知卫生法律法规。,,False,0,False,0,2
1590,医学技术类 ,不限 ,综合管理,不限,学士,本科及以上,67,2,浦东新区,不限,不限,卫计委监督所,1711591,医疗执业监督科员,从事医疗机构及医务人员等监督岗位工作,具有良好的职业道德和团结协作精神；具有良好的文字写作和语言表达能力；熟知卫生法律法规。,,False,0,False,0,2
1591,中医学类 ,不限 ,综合管理,不限,学士,本科及以上,68,2,浦东新区,不限,不限,卫计委监督所,1711592,医疗执业监督科员,从事医疗机构及医务人员等监督岗位工作,具有良好的职业道德和团结协作精神；具有良好的文字写作和语言表达能力；熟知卫生法律法规。,,False,0,False,0,2
1592,预防医学 ,不限 ,综合管理,不限,学士,本科及以上,69,6,浦东新区,不限,不限,卫计委监督所,1711593,公共卫生监督科员,从事公共卫生监督执法和其他监督岗位工作,具有良好的职业道德和团结协作精神；具有良好的文字写作和语言表达能力；熟知卫生法律法规。,,False,0,False,0,6
1593,公共卫生与预防医学类 ,社会医学与卫生事业管理 ,综合管理,不限,学士,本科及以上,70,2,浦东新区,不限,不限,卫计委监督所,1711594,公共卫生监督科员,从事公共卫生监督执法和其他监督岗位工作,具有良好的职业道德和团结协作精神；具有良好的文字写作和语言表达能力；熟知卫生法律法规。考生本科和研究生阶段所学专业，有一阶段符合岗位要求即可。,,False,0,False,0,2
1594,法学 ,不限 ,综合管理,不限,学士,本科及以上,71,4,浦东新区,不限,不限,卫计委监督所,1711595,业务法制办公室科员,从事卫生行政执法相关业务法制和其他监督岗位工作,具有良好的职业道德和团结协作精神；具有良好的文字写作和语言表达能力；熟知卫生法律法规；具有双重专业者优先。,,False,0,False,0,4
1595,新闻传播学类 ,不限 ,信息管理,不限,学士,本科及以上,72,1,浦东新区,不限,中共党员,卫计委监督所,1711596,党政办公室科员,从事信息宣传、网络传媒岗位工作,具有良好的职业道德和团结协作精神；具有良好的文字写作和语言表达能力；具有较高的计算机操作水平；具有较强的网络信息宣传及新媒体技术能力。,,False,0,False,0,1
1596,图书情报与档案管理类 ,不限 ,综合管理,不限,学士,本科及以上,73,1,浦东新区,不限,中共党员,卫计委监督所,1711597,党政办公室科员,从事档案管理岗位工作,具有档案上岗证。具有良好的职业道德和团结协作精神；具有良好的文字写作和语言表达能力；具有较高的档案管理、计算机操作水平。,,False,0,False,0,1
1597,财政学类 ,不限 ,财务管理,不限,学士,本科及以上,74,1,浦东新区,不限,中共党员,卫计委监督所,1711598,财务总务科科员,从事财务管理岗位工作,具有会计上岗证。具有良好的职业道德和团结协作精神；具有良好的文字写作和语言表达能力；具有较高的账务管理、熟练掌握会计科目,,False,0,False,0,1
1598,计算机类 ,计算机科学与技术类 ,信息管理,不限,学士,本科及以上,75,1,徐汇区,不限,不限,党校,1711599,办公室科员,负责网络中心机房服务器和网络软件的安装、维护、调整及更新；负责全体工作人员政务网邮箱账号管理、资源分配、数据安全和系统安全，提供包括开户、修改、暂停、注销等服务；监视网络运行，调整网络参数，调度网络资源，保持网络安全、稳定、畅通；负责网络管理记录、网络运行记录、网络检修记录等,,,False,0,False,0,1
1599,"汉语言文学,人力资源管理,劳动与社会保障  ","汉语言文字学,社会保障 ",综合管理,不限,学士,本科及以上,76,1,徐汇区,不限,中共党员,卫计委监督所,1711600,办公室科员,主要从事办公室相关工作,,,False,0,False,0,1
1600,"医学,环境科学与工程类 ","医学,环境科学与工程类 ",综合管理,不限,学士,本科及以上,77,5,徐汇区,不限,不限,卫计委监督所,1711601,环境和饮水卫生监督科科员,主要从事场所卫生监督及管理工作,,,False,0,False,0,5
1601,法学 ,不限 ,政法,不限,学士,本科及以上,78,4,徐汇区,不限,不限,法律援助中心,1711602,科员,接待来访群众提供法律咨询；受理、指派、监管法律援助案件；撰写案例、论文等,,如以非法学专业研究生报考，本科专业应为法学类；通过司法考试的优先；具有基层工作经验的优先；中共党员优先。 ,False,0,False,0,4
1602,"核工程类,环境科学与工程类 ",,城市建设管理,不限,学士,本科,79,2,徐汇区,不限,中共党员或共青团员,环境监察支队,1711603,科员,环境监察,全日制本科学历，有较强的组织协调能力和文字语言表达能力，计算机操作熟练，有机动车驾驶技能。,能适应夜间执法、节假日通宵值班者优先。 ,False,0,False,0,2
1603,"经济学,会计学,财务管理  ",,财务管理,不限,学士,本科,80,5,徐汇区,不限,不限,国库收付中心,1711604,财政资金管理岗位科员,从事各类财政性资金拨付以及审核管理,具有全日制本科学历，有较强的组织管理能力、文字综合和沟通协调能力，计算机操作熟练；具有一定的财务管理水平。,,False,0,False,0,5
1604,不限 ,,信息管理,不限,学士,本科,81,1,徐汇区,不限,中共党员,党建服务中心,1711605,科员,主要负责维护党员信息库、党建平台、党员远程教育系统、制作党建专题片和党员电教作品；协助组织实施本区党员发展、教育、管理等工作；指导街镇党建服务中心做好社区党建工作；指导开展各类党员志愿者活动。,,,False,0,False,0,1
1605,"法学,经济学,管理学  ",不限 ,综合管理,不限,学士,本科及以上,82,1,徐汇区,不限,中共党员,事业单位登记管理局,1711606,科员,从事事业单位登记管理工作，承担事业单位改革相关工作。,,须全日制毕业，且具有相应的学历学位证书。 ,False,0,False,0,1
1606,不限 ,不限 ,综合管理,不限,学士,本科及以上,83,8,长宁区,不限,不限,卫生监督所,1711607,综合管理科员岗位,从事公共场所、医疗机构等一线指导、监督、行政处罚工作。,有较强的语言文字表达和组织协调能力。,有相关工作经历者优先。专业为预防医学、临床医学、卫生事业管理优先。 ,False,0,False,0,8
1607,"环境科学与工程类,化学类,核物理  ","环境科学与工程类,化学类,粒子物理与原子核物理 ",城市建设管理,不限,学士,本科及以上,84,1,长宁区,不限,不限,环境监察支队,1711608,综合管理科员岗位,从事水、气、声、渣等污染排放现场执法检查工作，从事环境污染事件调查处置,有较强的语言文字表达和组织协调能力。,,False,0,False,0,1
1608,法学类 ,法学类 ,政法,不限,学士,本科及以上,85,1,长宁区,不限,不限,环境监察支队,1711609,综合管理科员岗位,负责行政处罚、行政诉讼、行政复议；从事行政法律文书和行政执法案卷制作.,有较强的语言文字表达和组织协调能力。,,False,0,False,0,1
1609,不限 ,不限 ,综合管理,不限,学士,本科及以上,86,1,长宁区,不限,不限,环境监察支队,1711610,综合管理科员岗位,从事行政事业单位公文管理工作，熟悉公文写作.,有较强的语言文字表达和组织协调能力。财务会计专业优先。,,False,0,False,0,1
1610,"历史学,政治学类,文学  ","历史学,政治学类,文学 ",综合管理,不限,学士,本科及以上,87,1,普陀区,不限,中共党员,党史研究室,1711611,征集科科员,党史资料的征集、研究、编纂及党的历史和优良传统的宣传教育。,本科或研究生任一阶段专业符合要求即可。,,False,0,False,0,1
1611,"档案学,法学 ","档案学,法学 ",综合管理,不限,学士,本科及以上,88,1,普陀区,不限,不限,档案馆,1711612,综合管理科科员,开展档案馆综合管理工作。开展档案法律法规的宣传和执法工作。,本科或研究生任一阶段专业符合要求即可。具有两年及以上档案工作经验可放宽专业限制。,,False,0,False,0,1
